Source,Target,TE_Discrete,TE_kNN,Bias_kNN,TE_kNN_Corrected
CVX,AR,-2.4824890937786277,1.5503850213964694,1.5066117737256202,0.043773247670849225
CVX,CHK,-2.591194972744375,1.9137873734198507,1.5066117737256202,0.40717559969423056
CVX,CNX,-2.1573313441341355,1.5671311107827222,1.5066117737256202,0.060519337057101996
CVX,CRK,-2.5714058568366402,1.7903106600952845,1.5066117737256202,0.28369888636966434
CVX,SM,-2.37043691066446,1.6617244419066695,1.5066117737256202,0.1551126681810493
CVX,RRC,-2.3425121926661454,1.6322323137635277,1.5066117737256202,0.12562054003790757
CVX,GPOR,-2.5278737671410076,1.82981996329243,1.5066117737256202,0.32320818956680974
CVX,CPE,-2.3802656550110606,1.7831444488061519,1.5066117737256202,0.2765326750805317
CVX,SBOW,-2.541309675370983,1.7473818872181122,1.5066117737256202,0.240770113492492
CVX,REI,-2.3231100789713928,1.7635266983879738,1.5066117737256202,0.25691492466235366
CVX,TPL,-2.337912273655391,1.804271893106396,1.5066117737256202,0.29766011938077575
CVX,OVV,-2.3881793520637418,1.8438811482995972,1.5066117737256202,0.337269374573977
CVX,WES,-2.1767093695724045,1.4504041036994384,1.5066117737256202,-0.056207670026181766
CVX,PAA,-2.2859684182764224,1.6119012892776834,1.5066117737256202,0.10528951555206323
CVX,HESM,-1.9978583321164012,1.6489886292048062,1.5066117737256202,0.142376855479186
CVX,ENLC,-2.1653237170907103,1.6435781550328348,1.5066117737256202,0.1369663813072146
CVX,ETRN,-2.168108219981987,1.6497067330465907,1.5066117737256202,0.1430949593209705
CVX,AM,-2.3494242901994244,1.5089264912254807,1.5066117737256202,0.0023147174998605635
COP,SLB,-2.2399743208127116,2.024093679969278,1.506107537183166,0.5179861427861119
COP,EOG,-2.393789311690564,2.2607920670561152,1.506107537183166,0.7546845298729492
COP,MPC,-2.391532360653896,1.7909547315082874,1.506107537183166,0.2848471943251214
COP,PSX,-2.456615938611944,1.9392650280176993,1.506107537183166,0.43315749083453325
COP,VLO,-2.453950552175104,1.8815271125115887,1.506107537183166,0.37541957532842263
COP,WMB,-2.367555027624194,1.76787142928075,1.506107537183166,0.261763892097584
COP,BKR,-2.390688606616971,1.895148360696901,1.506107537183166,0.38904082351373503
COP,OXY,-2.089515570865382,1.9387903449704407,1.5067682167115912,0.43202212825884945
COP,HES,-2.4602179336074217,2.1172082553080207,1.5067682167115912,0.6104400385964295
COP,HAL,-2.416332934154159,2.0842402525461377,1.5067682167115912,0.5774720358345464
COP,KMI,-2.427087147352821,1.8111363137692633,1.5067682167115912,0.3043680970576721
COP,MRO,-2.3189249465117823,2.2206827621210907,1.5067682167115912,0.7139145454094995
COP,PXD,-2.224015424853996,2.0587359293921823,1.5067682167115912,0.5519677126805911
COP,APA,-2.2914765089388087,2.0399459473273267,1.5067682167115912,0.5331777306157355
COP,DVN,-2.1248570586380846,2.0842050193840063,1.5067682167115912,0.577436802672415
COP,FANG,-2.3882872857674906,2.0162164631203763,1.5067682167115912,0.509448246408785
COP,FTI,-2.3643002485344535,1.8634194061619886,1.5067682167115912,0.3566511894503974
COP,NOV,-2.301792139905861,1.8841102738448336,1.5067682167115912,0.3773420571332424
COP,MUR,-2.2749321177806636,1.9793959786996087,1.5067682167115912,0.4726277619880175
COP,OKE,-2.3143657128414037,1.6994988063216965,1.5067682167115912,0.19273058961010525
COP,HP,-2.2192088926013662,1.8848631849070432,1.5067682167115912,0.37809496819545196
COP,NBR,-2.1234596672838224,1.723873351899829,1.5067682167115912,0.21710513518823782
COP,MTDR,-2.3773532950803604,1.9057596084701784,1.5067682167115912,0.3989913917585872
COP,RIG,-2.403621168164012,1.7505192165066965,1.5067682167115912,0.24375099979510528
COP,SWN,-2.4321403561403123,1.7025632933380157,1.5067682167115912,0.19579507662642448
COP,AR,-2.4593627778461657,1.5626318904601875,1.5067682167115912,0.05586367374859624
COP,CHK,-2.564116372202463,1.9473498398446716,1.5067682167115912,0.44058162313308036
COP,CNX,-2.1556618452001652,1.5891111108410083,1.5067682167115912,0.08234289412941709
COP,CRK,-2.6048142281731472,1.812927371859853,1.5067682167115912,0.30615915514826186
COP,SM,-2.374089941332624,1.7338999550667265,1.5067682167115912,0.22713173835513523
COP,RRC,-2.381156185128904,1.6591239132764422,1.5067682167115912,0.15235569656485093
COP,GPOR,-2.551797690723362,1.861313371413635,1.5067682167115912,0.35454515470204373
COP,CPE,-2.3746231594730993,1.8646374123597451,1.5067682167115912,0.3578691956481539
COP,SBOW,-2.5158565272411,1.7735244652246258,1.5067682167115912,0.2667562485130346
COP,REI,-2.3040726556906126,1.8260055005756657,1.5067682167115912,0.31923728386407446
COP,TPL,-2.3132215878393936,1.7996861480240571,1.5067682167115912,0.2929179313124659
COP,OVV,-2.3847038131822034,1.9843907465939359,1.5067682167115912,0.47762252988234466
COP,WES,-2.153216783897866,1.4351811535705798,1.5067682167115912,-0.07158706314101138
COP,PAA,-2.2511407921143087,1.621244742304226,1.5067682167115912,0.11447652559263477
COP,HESM,-1.9980028894113482,1.637678159561534,1.5067682167115912,0.13090994284994273
COP,ENLC,-2.1761928279109446,1.6506179560036391,1.5067682167115912,0.14384973929204792
COP,ETRN,-2.157838374961588,1.6446712520404576,1.5067682167115912,0.13790303532886639
COP,AM,-2.3422745374121785,1.5184705641902194,1.5067682167115912,0.011702347478628194
SLB,EOG,-2.385046019219396,1.9232698688506678,1.5065876552614632,0.41668221358920454
SLB,MPC,-2.3781054746858867,1.6962497763779147,1.5065876552614632,0.18966212111645153
SLB,PSX,-2.4614048415389584,1.8591137310033714,1.5065876552614632,0.3525260757419082
SLB,VLO,-2.467490790644076,1.8119751944876046,1.5065876552614632,0.30538753922614137
SLB,WMB,-2.3495013473287494,1.7088916805993446,1.5065876552614632,0.2023040253378814
SLB,BKR,-2.401408621649775,2.0181242010661786,1.5065876552614632,0.5115365458047154
SLB,OXY,-2.074517202149913,1.7242275230248352,1.5065876552614632,0.21763986776337196
SLB,HES,-2.440741759003382,1.9525572473207764,1.5065876552614632,0.4459695920593132
SLB,HAL,-2.419646397579773,2.2741456356434266,1.5065876552614632,0.7675579803819634
SLB,KMI,-2.4098288314392873,1.7533526219645352,1.5065876552614632,0.24676496670307202
SLB,MRO,-2.2724542549794533,1.9410706093927614,1.5065876552614632,0.4344829541312982
SLB,PXD,-2.204673077680087,1.8104280567621904,1.5065876552614632,0.3038404015007272
SLB,APA,-2.237563315159912,1.846551487373039,1.5058436793337018,0.3407078080393373
SLB,DVN,-2.1291992727489797,1.8422645547726049,1.5058436793337018,0.3364208754389031
SLB,FANG,-2.358467784943395,1.792258456565288,1.5058436793337018,0.28641477723158615
SLB,FTI,-2.384508245913339,1.9241337480699348,1.5058436793337018,0.418290068736233
SLB,NOV,-2.3208965922475713,2.0234864790795966,1.5058436793337018,0.5176427997458948
SLB,MUR,-2.269300239513462,1.795400801412828,1.5058436793337018,0.2895571220791262
SLB,OKE,-2.3067503832306935,1.6065521127681037,1.5058436793337018,0.10070843343440194
SLB,HP,-2.2334770797211934,1.8778784491188527,1.5058436793337018,0.37203476978515093
SLB,NBR,-2.1216922384809975,1.7514660870692982,1.5058436793337018,0.2456224077355964
SLB,MTDR,-2.3878829737018226,1.727456005411706,1.5058436793337018,0.2216123260780043
SLB,RIG,-2.366705793608922,1.7721665870111005,1.5058436793337018,0.26632290767739875
SLB,SWN,-2.422171283168619,1.6503031809111155,1.5058436793337018,0.14445950157741372
SLB,AR,-2.4809113922348542,1.505482617634525,1.5058436793337018,-0.0003610616991767124
SLB,CHK,-2.567531856155697,1.8511083632319665,1.5058436793337018,0.3452646838982647
SLB,CNX,-2.1544591397387975,1.492864126183919,1.5058436793337018,-0.012979553149782719
SLB,CRK,-2.565552999356469,1.7476587397217425,1.5058436793337018,0.24181506038804068
SLB,SM,-2.3449036526125457,1.552189150299787,1.5058436793337018,0.04634547096608532
SLB,RRC,-2.360152117781081,1.575699285626579,1.5058436793337018,0.06985560629287724
SLB,GPOR,-2.5420107424161826,1.7785069152831974,1.5058436793337018,0.2726632359494956
SLB,CPE,-2.387942004947508,1.7105973374731644,1.5058436793337018,0.20475365813946267
SLB,SBOW,-2.525655950942098,1.693855923386149,1.5058436793337018,0.1880122440524472
SLB,REI,-2.331696040647036,1.696887196791186,1.5058436793337018,0.19104351745748427
SLB,TPL,-2.313258977062203,1.6946305082767925,1.5058436793337018,0.18878682894309073
SLB,OVV,-2.3979375689449065,1.801493031926609,1.5058436793337018,0.29564935259290714
SLB,WES,-2.1758861012949424,1.4236521854625743,1.5058436793337018,-0.08219149387112745
SLB,PAA,-2.299639281575362,1.6023431137153794,1.5058436793337018,0.09649943438167763
SLB,HESM,-1.9974054793150255,1.5631194200163248,1.5058436793337018,0.05727574068262298
SLB,ENLC,-2.187062866609004,1.5816330235230802,1.5058436793337018,0.07578934418937844
SLB,ETRN,-2.1669438405253216,1.6103419246802544,1.5058436793337018,0.10449824534655261
SLB,AM,-2.3339653259634394,1.4675507712879845,1.5058436793337018,-0.03829290804571728
EOG,MPC,-2.3892449874496124,1.7647241429734066,1.506024966089538,0.2586991768838687
EOG,PSX,-2.44799266739997,1.9172989350463667,1.506024966089538,0.4112739689568288
EOG,VLO,-2.460927880623161,1.874390434666208,1.506024966089538,0.36836546857666996
EOG,WMB,-2.341285565391777,1.8315365803503094,1.506024966089538,0.32551161426077146
EOG,BKR,-2.3877182321236683,1.9365510422327183,1.506024966089538,0.4305260761431804
EOG,OXY,-2.0892881165308355,1.9611692218928067,1.506024966089538,0.4551442558032688
EOG,HES,-2.4402913244587214,2.195197188842169,1.506024966089538,0.6891722227526309
EOG,HAL,-2.4284181698491674,2.1371971264434544,1.506024966089538,0.6311721603539164
EOG,KMI,-2.3960739508364917,1.8693949224553503,1.506024966089538,0.3633699563658124
EOG,MRO,-2.3040967909551764,2.242207776272385,1.506024966089538,0.7361828101828471
EOG,PXD,-2.2066291600841055,2.121877393590342,1.506024966089538,0.6158524275008042
EOG,APA,-2.2702678401064453,2.0648549320332195,1.506024966089538,0.5588299659436815
EOG,DVN,-2.11308626619381,2.0945475745313447,1.506024966089538,0.5885226084418067
EOG,FANG,-2.363410242559791,2.0822974292251946,1.506024966089538,0.5762724631356566
EOG,FTI,-2.3388180114424513,1.882079704837074,1.506024966089538,0.37605473874753614
EOG,NOV,-2.3114363905128235,1.9208096194046465,1.506024966089538,0.4147846533151085
EOG,MUR,-2.291591318679013,2.015286958717145,1.506024966089538,0.509261992627607
EOG,OKE,-2.314974911261851,1.7346052649473631,1.506024966089538,0.22858029885782516
EOG,HP,-2.2082870036875244,1.9259112227890203,1.5058716905138552,0.4200395322751651
EOG,NBR,-2.1374072948286083,1.7379913877486344,1.5058716905138552,0.2321196972347792
EOG,MTDR,-2.385134513133481,1.9299552261282544,1.5058716905138552,0.42408353561439927
EOG,RIG,-2.3752462766849405,1.7911642658021036,1.5058716905138552,0.2852925752882485
EOG,SWN,-2.402278263231594,1.7599024502634284,1.5058716905138552,0.25403075974957323
EOG,AR,-2.437813691539819,1.6427412166252233,1.5058716905138552,0.13686952611136816
EOG,CHK,-2.5491547620996635,1.9785370193971565,1.5058716905138552,0.47266532888330137
EOG,CNX,-2.1377543845894915,1.59229096206931,1.5058716905138552,0.08641927155545481
EOG,CRK,-2.569073447732946,1.8480668542697045,1.5058716905138552,0.34219516375584935
EOG,SM,-2.360743075552441,1.799196414025721,1.5058716905138552,0.2933247235118659
EOG,RRC,-2.366723464654247,1.701191635041476,1.5058716905138552,0.1953199445276208
EOG,GPOR,-2.5003241573957,1.9103161193586757,1.5058716905138552,0.40444442884482057
EOG,CPE,-2.383465558565857,1.928923632046583,1.5058716905138552,0.42305194153272785
EOG,SBOW,-2.4738591749969734,1.8476647645666882,1.5058716905138552,0.341793074052833
EOG,REI,-2.3183420181621504,1.8816230982672244,1.5058716905138552,0.37575140775336924
EOG,TPL,-2.3221734306603774,1.8395304680505558,1.5058716905138552,0.3336587775367006
EOG,OVV,-2.382292626802968,2.0405006706959927,1.5058716905138552,0.5346289801821376
EOG,WES,-2.151500038322009,1.4896228565817247,1.5058716905138552,-0.016248833932130502
EOG,PAA,-2.2979702730683114,1.6668533348302077,1.5058716905138552,0.16098164431635253
EOG,HESM,-1.9974095632543132,1.6690482361172827,1.5058716905138552,0.16317654560342754
EOG,ENLC,-2.1845317936017348,1.6938210308784982,1.5058716905138552,0.18794934036464306
EOG,ETRN,-2.1371259405194967,1.670419975673401,1.5058716905138552,0.1645482851595459
EOG,AM,-2.3245145548638737,1.5755577470588127,1.5058716905138552,0.06968605654495752
MPC,PSX,-2.4646140758897284,2.235664310846789,1.5059946047198702,0.7296697061269188
MPC,VLO,-2.4956084099773763,2.3735535211468846,1.5059946047198702,0.8675589164270143
MPC,WMB,-2.338238019807583,1.7994353030500998,1.5059946047198702,0.29344069833022957
MPC,BKR,-2.4067974593282195,1.9313030419233925,1.5059946047198702,0.4253084372035223
MPC,OXY,-2.0869759151192073,1.8191092148796615,1.5059946047198702,0.31311461015979125
MPC,HES,-2.4337370004334185,2.010543739606561,1.5059946047198702,0.5045491348866908
MPC,HAL,-2.409429973508322,1.990059169829168,1.5059946047198702,0.48406456510929785
MPC,KMI,-2.403993116817924,1.8472089101667064,1.5059946047198702,0.3412143054468362
MPC,MRO,-2.3059696180922886,2.019378384899842,1.5059946047198702,0.5133837801799717
MPC,PXD,-2.217602793292663,1.85974584243831,1.5059946047198702,0.35375123771843975
MPC,APA,-2.282435404333973,1.8920921436559623,1.5059946047198702,0.3860975389360921
MPC,DVN,-2.1066249438929425,1.8911258829246884,1.5059946047198702,0.3851312782048182
MPC,FANG,-2.3379928402680914,1.8491277909693031,1.5059946047198702,0.3431331862494329
MPC,FTI,-2.370613659917404,1.8945366353827207,1.5059946047198702,0.3885420306628504
MPC,NOV,-2.314462636154355,1.893612559715993,1.5059946047198702,0.3876179549961227
MPC,MUR,-2.267086037631231,1.8758618162321867,1.5059946047198702,0.3698672115123165
MPC,OKE,-2.319173467678283,1.743245710887027,1.5059946047198702,0.23725110616715672
MPC,HP,-2.2010172889239303,1.903832875809155,1.5059946047198702,0.3978382710892847
MPC,NBR,-2.1368383034834957,1.6969807400712866,1.5059946047198702,0.1909861353514164
MPC,MTDR,-2.3858677626154154,1.8090459032414523,1.5059946047198702,0.3030512985215821
MPC,RIG,-2.376464754830687,1.779899419944026,1.5059946047198702,0.27390481522415566
MPC,SWN,-2.4087405734476395,1.7721091595490517,1.5059946047198702,0.26611455482918145
MPC,AR,-2.47940806281569,1.6278617713152645,1.5059946047198702,0.12186716659539432
MPC,CHK,-2.5174093689247954,1.976362251915297,1.5059946047198702,0.4703676471954268
MPC,CNX,-2.1509052145790113,1.6340901054953096,1.5059946047198702,0.1280955007754394
MPC,CRK,-2.5693345699496417,1.8835662451522852,1.5060943745335453,0.3774718706187399
MPC,SM,-2.332419826454361,1.6328324542078119,1.5060943745335453,0.12673807967426653
MPC,RRC,-2.382633112807687,1.7017108385862372,1.5060943745335453,0.19561646405269184
MPC,GPOR,-2.52132363334929,1.936969906001586,1.5060943745335453,0.4308755314680406
MPC,CPE,-2.374808752007243,1.8098372069787991,1.5060943745335453,0.3037428324452538
MPC,SBOW,-2.4947538832475615,1.8059008298872046,1.5060943745335453,0.29980645535365924
MPC,REI,-2.36478448896211,1.7862213565288239,1.5060943745335453,0.2801269819952785
MPC,TPL,-2.3216970072763994,1.8703360499761286,1.5060943745335453,0.36424167544258323
MPC,OVV,-2.3683203071616186,1.853339793940976,1.5060943745335453,0.3472454194074306
MPC,WES,-2.1383318193400846,1.5674499559791986,1.5060943745335453,0.06135558144565323
MPC,PAA,-2.323445728721495,1.6927433400234073,1.5060943745335453,0.18664896548986198
MPC,HESM,-2.0037001683831956,1.7106920823824394,1.5060943745335453,0.20459770784889408
MPC,ENLC,-2.172133495302762,1.7122074695463723,1.5060943745335453,0.20611309501282693
MPC,ETRN,-2.1576402311291156,1.7192561750402235,1.5060943745335453,0.2131618005066782
MPC,AM,-2.3297959721963557,1.5878953417707664,1.5060943745335453,0.08180096723722108
PSX,VLO,-2.4901247310213472,2.123922420016916,1.5060942011119756,0.6178282189049402
PSX,WMB,-2.3453005646109775,1.6647009266584443,1.5060942011119756,0.1586067255464687
PSX,BKR,-2.384714378536879,1.8088946881787409,1.5060942011119756,0.3028004870667653
PSX,OXY,-2.0905995628523226,1.697238085832233,1.5060942011119756,0.19114388472025734
PSX,HES,-2.403628613065105,1.887586972217038,1.5060942011119756,0.3814927711050624
PSX,HAL,-2.4065038713623936,1.8625769523103886,1.5060942011119756,0.356482751198413
PSX,KMI,-2.420339481244329,1.7183506625470641,1.5060942011119756,0.21225646143508858
PSX,MRO,-2.271829336867306,1.8954020877348892,1.5060942011119756,0.3893078866229136
PSX,PXD,-2.2141193697196973,1.7613186537615928,1.5060942011119756,0.25522445264961724
PSX,APA,-2.2600940172642527,1.77415370418666,1.5060942011119756,0.2680595030746844
PSX,DVN,-2.104826961396875,1.7504261291861143,1.5060942011119756,0.24433192807413873
PSX,FANG,-2.3677653454434386,1.737734463877571,1.5060942011119756,0.23164026276559535
PSX,FTI,-2.351072544050991,1.755708517865802,1.5060942011119756,0.2496143167538265
PSX,NOV,-2.3057766750864133,1.785389802752018,1.5060942011119756,0.2792956016400425
PSX,MUR,-2.2799289592968526,1.767465115790769,1.5060942011119756,0.2613709146787935
PSX,OKE,-2.279279554708463,1.5655188751030498,1.5060942011119756,0.059424673991074206
PSX,HP,-2.2240338824598043,1.77656146913074,1.5060942011119756,0.27046726801876453
PSX,NBR,-2.1261468401748886,1.6025087400072624,1.5060942011119756,0.09641453889528684
PSX,MTDR,-2.397372124108169,1.6550467342102246,1.5060942011119756,0.14895253309824907
PSX,RIG,-2.3662038541133574,1.6642181904909756,1.5060942011119756,0.15812398937900007
PSX,SWN,-2.418896073199098,1.6407879002960462,1.5060942011119756,0.1346936991840706
PSX,AR,-2.4746197844310407,1.4897632033007326,1.5060942011119756,-0.01633099781124292
PSX,CHK,-2.5569971566808603,1.8293604139216375,1.5060942011119756,0.32326621280966195
PSX,CNX,-2.1371597620107794,1.4916930009546705,1.5060942011119756,-0.01440120015730506
PSX,CRK,-2.5625631273863356,1.7283494752350912,1.5060942011119756,0.22225527412311563
PSX,SM,-2.3321073348706536,1.5353597938898225,1.5060942011119756,0.029265592777846905
PSX,RRC,-2.3690401780387615,1.5690121617675183,1.5060942011119756,0.06291796065554278
PSX,GPOR,-2.5018200484374806,1.7850997576980985,1.5060942011119756,0.2790055565861229
PSX,CPE,-2.393395780080734,1.6944526815329324,1.5060942011119756,0.18835848042095682
PSX,SBOW,-2.4847235219057815,1.6682287872868453,1.5060942011119756,0.16213458617486975
PSX,REI,-2.3362605817779434,1.6755953821256382,1.5060942011119756,0.16950118101366263
PSX,TPL,-2.3496129478746868,1.7173804554719931,1.5060942011119756,0.21128625436001758
PSX,OVV,-2.358192245836591,1.728182554086013,1.5060942011119756,0.2220883529740374
PSX,WES,-2.1586282775694494,1.4216921267759584,1.506483711926372,-0.08479158515041374
PSX,PAA,-2.283873663727462,1.5425431174385509,1.506483711926372,0.03605940551217879
PSX,HESM,-2.0065302061900914,1.5523480177272173,1.506483711926372,0.04586430580084522
PSX,ENLC,-2.1685497843223236,1.5653797016675903,1.506483711926372,0.058895989741218235
PSX,ETRN,-2.1549499013816185,1.576001100724622,1.506483711926372,0.06951738879824987
PSX,AM,-2.3472481971002117,1.4433758163576238,1.506483711926372,-0.0631078955687483
VLO,WMB,-2.3376565282519253,1.62974662889999,1.5056623491083128,0.12408427979167724
VLO,BKR,-2.4123572258884813,1.785940321563079,1.5056623491083128,0.28027797245476616
VLO,OXY,-2.10083039923401,1.6745675130030888,1.5056623491083128,0.16890516389477606
VLO,HES,-2.4092722972702436,1.814324463549012,1.5056623491083128,0.30866211444069913
VLO,HAL,-2.399606456577705,1.8081208707105825,1.5056623491083128,0.3024585216022697
VLO,KMI,-2.4065509289423384,1.689288647727289,1.5056623491083128,0.18362629861897628
VLO,MRO,-2.2738309060890947,1.8542911153667239,1.5056623491083128,0.3486287662584111
VLO,PXD,-2.1974383503290342,1.7150426822810667,1.5056623491083128,0.20938033317275395
VLO,APA,-2.258273957056951,1.7320550656973726,1.5056623491083128,0.2263927165890598
VLO,DVN,-2.117082057887198,1.7364189804405972,1.5056623491083128,0.2307566313322844
VLO,FANG,-2.3570521419282096,1.6852183835330787,1.5056623491083128,0.17955603442476598
VLO,FTI,-2.3714261609563607,1.7614495033943673,1.5056623491083128,0.2557871542860546
VLO,NOV,-2.2826061588271953,1.730680836756802,1.5056623491083128,0.2250184876484893
VLO,MUR,-2.2561547571536265,1.7269302039343644,1.5056623491083128,0.2212678548260516
VLO,OKE,-2.309176740721388,1.5394104796493013,1.5056623491083128,0.033748130540988575
VLO,HP,-2.1787801480293445,1.7442866006862585,1.5056623491083128,0.23862425157794576
VLO,NBR,-2.137723189951242,1.563378424747915,1.5056623491083128,0.05771607563960224
VLO,MTDR,-2.3856779414553357,1.6638928898224994,1.5056623491083128,0.15823054071418663
VLO,RIG,-2.3640103147628277,1.6413856492357168,1.5056623491083128,0.13572330012740408
VLO,SWN,-2.421048106645379,1.640340694635053,1.5056623491083128,0.13467834552674018
VLO,AR,-2.461689114522915,1.4815413307258323,1.5056623491083128,-0.024121018382480486
